City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
148,general acha,-37.377,-37.377,24.25,24,4,5.77,AR,1699542483
149,feicheng,35.2606,35.2606,6.08,38,100,4.86,CN,1699542331
150,inverell,-29.7833,-29.7833,17.04,96,100,1.27,AU,1699542484
151,mil'kovo,55.6078,55.6078,7.21,87,100,3.0,RU,1699542484
152,madang,-5.2246,-5.2246,24.49,92,96,1.39,PG,1699542484
153,oranjemund,-28.55,-28.55,19.67,64,0,7.77,NA,1699542485
154,kharabali,47.4196,47.4196,12.42,90,100,7.46,RU,1699542485
155,porto novo,6.4965,6.4965,30.29,64,100,4.04,BJ,1699542485
156,atafu village,-8.5421,-8.5421,28.55,69,100,2.99,TK,1699542485
157,namtsy,62.7161,62.7161,-26.13,99,95,0.45,RU,1699542486
158,mejit,10.2753,10.2753,27.88,81,100,9.78,MH,1699542486
159,kupang,-10.1667,-10.1667,27.32,83,7,1.54,ID,1699542486
160,khovd,48.0056,48.0056,-3.33,72,66,0.96,MN,1699542487
161,bratsk,56.1325,56.1325,-11.73,90,76,2.01,RU,1699542487
162,tougue,11.4667,11.4667,30.36,28,100,1.77,GN,1699542487
163,bozeman,45.6796,45.6796,-2.82,73,0,3.09,US,1699542271
164,praia,14.9215,14.9215,28.3,51,75,7.2,CV,1699542488
165,hithadhoo,-0.6,-0.6,27.18,82,62,4.52,MV,1699542488
166,revelstoke,50.9832,50.9832,2.57,93,99,1.23,CA,1699542488
167,tura,25.5198,25.5198,18.57,69,7,1.43,IN,1699542489
168,la passe,45.5549,45.5549,13.34,76,36,9.94,FR,1699542489
169,safotu,-13.4513,-13.4513,26.97,88,99,4.27,WS,1699542490
170,enewetak,11.3474,11.3474,28.22,77,100,9.28,MH,1699542490
171,cacoal,-11.4386,-11.4386,38.34,29,66,2.46,BR,1699542490
172,huarmey,-10.0681,-10.0681,21.26,74,93,3.69,PE,1699542491
173,mossel bay,-34.1831,-34.1831,18.16,63,0,3.96,ZA,1699542491
174,aasiaat,68.7098,68.7098,-3.48,73,99,4.98,GL,1699542491
175,vorgashor,67.5833,67.5833,0.06,98,100,5.97,RU,1699542435
176,santana,-0.0583,-0.0583,34.1,55,40,6.17,BR,1699542285
177,sangin,32.0728,32.0728,19.26,34,0,3.57,AF,1699542493
178,tindouf,27.6711,27.6711,29.88,15,4,5.48,DZ,1699542494
179,alice springs,-23.7,-23.7,18.75,48,76,0.0,AU,1699542494
180,carnarvon,-24.8667,-24.8667,20.63,75,67,10.0,AU,1699542494
181,puerto santa,-8.9906,-8.9906,20.09,77,58,3.36,PE,1699542495
182,mikun',62.3547,62.3547,0.33,86,99,3.51,RU,1699542495
183,visby,57.6409,57.6409,8.35,93,75,5.14,SE,1699542495
184,ribeira brava,32.65,32.65,23.89,70,57,0.17,PT,1699542496
185,college,64.8569,64.8569,3.18,62,100,5.66,US,1699542496
186,kennett,36.2362,36.2362,15.0,68,0,8.49,US,1699542496
187,praia da vitoria,38.7333,38.7333,21.53,94,73,9.28,PT,1699542497
188,maun,-19.9833,-19.9833,37.71,14,9,4.07,BW,1699542497
189,rongelap,11.1635,11.1635,27.8,80,97,9.34,MH,1699542497
190,ancud,-41.8697,-41.8697,12.09,58,43,1.73,CL,1699542497
191,kyshtovka,56.555,56.555,-0.37,77,31,4.02,RU,1699542498
192,beroroha,-21.6667,-21.6667,30.83,43,100,6.65,MG,1699542498
193,abu jibeha,11.4562,11.4562,31.21,44,96,2.62,SD,1699542499
194,guasdualito,7.2424,7.2424,29.52,76,46,1.06,VE,1699542499
195,jamestown,42.097,42.097,8.34,98,100,4.92,US,1699542496
196,tena,-0.9833,-0.9833,23.09,93,100,0.46,EC,1699542499
197,vadso,70.0744,70.0744,-2.91,93,75,4.63,NO,1699542500
198,bowling green,36.9903,36.9903,18.32,73,100,3.6,US,1699542478
199,tralee,52.2704,52.2704,8.14,81,75,6.17,IE,1699542500
200,jeremoabo,-10.075,-10.075,32.87,39,55,5.71,BR,1699542500
201,yaren,-0.5472,-0.5472,29.12,78,100,7.62,NR,1699542501
202,luebo,-5.35,-5.35,24.67,83,100,0.18,CD,1699542501
203,susuman,62.7833,62.7833,-28.94,99,96,0.45,RU,1699542501
204,emerald,-23.5333,-23.5333,19.63,70,74,6.4,AU,1699542501
205,matozinhos,-19.5578,-19.5578,30.17,26,0,2.57,BR,1699542502
206,veinticinco de mayo,-35.4323,-35.4323,23.88,37,2,2.68,AR,1699542502
207,ustyuzhna,58.8394,58.8394,4.58,92,99,1.55,RU,1699542502
208,devils lake,48.1128,48.1128,0.06,87,100,9.26,US,1699542503
209,calabozo,8.9242,8.9242,31.88,57,14,3.47,VE,1699542503
210,kabwe,-14.4469,-14.4469,28.03,42,32,4.69,ZM,1699542503
211,george town,5.4112,5.4112,26.96,89,20,0.0,MY,1699542445
212,queenstown,-31.8976,-31.8976,24.14,35,2,6.32,ZA,1699542504
213,sitka,57.0531,57.0531,7.94,81,100,3.09,US,1699542504
214,magadan,59.5667,59.5667,-18.58,81,3,3.03,RU,1699542504
215,hami,42.8,42.8,3.82,26,50,1.55,CN,1699542504
216,cabo san lucas,22.8909,22.8909,26.53,80,20,2.06,MX,1699542475
217,brookings,44.3114,44.3114,3.0,71,100,5.14,US,1699542222
218,sidi ifni,29.3797,29.3797,22.82,50,73,3.1,MA,1699542505
219,kingston,17.997,17.997,29.53,74,40,2.06,JM,1699542232
220,phek,25.6667,25.6667,8.72,97,1,0.45,IN,1699542505
221,thurso,58.5927,58.5927,8.14,77,60,2.79,GB,1699542506
222,geraldton,-28.7667,-28.7667,19.23,68,100,9.26,AU,1699542506
223,haradok,55.4624,55.4624,5.83,86,86,2.22,BY,1699542506
224,papao,-17.75,-17.75,22.82,84,36,8.08,PF,1699542507
225,jalingo,8.8833,8.8833,36.58,29,18,0.53,NG,1699542501
226,pasni,25.2631,25.2631,28.88,37,0,8.54,PK,1699542507
227,port saint john's,-31.6229,-31.6229,20.69,70,75,1.99,ZA,1699542507
228,tondano,1.3038,1.3038,21.05,93,92,0.55,ID,1699542508
229,noumea,-22.2763,-22.2763,16.99,71,83,5.43,NC,1699542508
230,pitimbu,-7.4706,-7.4706,31.33,58,47,6.39,BR,1699542509
231,st. john's,47.5649,47.5649,6.82,98,100,6.69,CA,1699542366
232,lucapa,-8.4192,-8.4192,24.28,69,99,1.63,AO,1699542509
233,priargunsk,50.3691,50.3691,-17.59,93,36,2.54,RU,1699542509
234,vilyuysk,63.7553,63.7553,-22.53,98,20,2.27,RU,1699542510
235,wenling,28.3669,28.3669,20.16,92,98,1.06,CN,1699542483
236,la'ie,21.6477,21.6477,25.25,76,20,3.58,US,1699542510
237,labytnangi,66.6572,66.6572,-2.4,97,100,2.78,RU,1699542213
238,xilin hot,43.9667,43.9667,-14.58,85,8,4.67,CN,1699542342
239,pita,10.8333,10.8333,32.77,35,96,0.9,GN,1699542511
240,sur,22.5667,22.5667,27.09,62,0,4.53,OM,1699542511
241,chimoio,-19.1164,-19.1164,25.4,58,61,3.04,MZ,1699542511
242,georgetown,5.4112,5.4112,26.96,92,40,1.54,MY,1699542353
243,beberibe,-4.1797,-4.1797,30.68,51,0,7.65,BR,1699542253
244,opuwo,-18.0607,-18.0607,37.29,10,21,3.22,NA,1699542512
245,totolapan,18.5167,18.5167,25.83,85,41,0.5,MX,1699542512
246,gamboma,-1.8764,-1.8764,27.49,76,82,0.56,CG,1699542512
247,brisas barra de suchiate,14.55,14.55,30.1,79,79,0.85,MX,1699542513
248,jackson,42.4165,42.4165,2.66,100,100,0.0,US,1699542513
249,bozhou,33.8772,33.8772,10.73,50,100,6.43,CN,1699542513
250,ketchikan,55.3422,55.3422,7.41,93,100,3.6,US,1699542514
251,tabou,4.423,4.423,25.68,88,100,4.09,CI,1699542515
252,zinjibar,13.1287,13.1287,28.21,63,78,2.87,YE,1699542515
253,san jose de feliciano,-30.3845,-30.3845,23.9,69,58,7.76,AR,1699542516
254,helena valley southeast,46.6153,46.6153,-0.59,80,0,2.57,US,1699542516
255,corner brook,48.9667,48.9667,3.02,86,100,6.36,CA,1699542516
256,luderitz,-26.6481,-26.6481,24.51,50,0,7.97,NA,1699542517
257,laojunmiao,39.8333,39.8333,1.08,37,55,1.23,CN,1699542517
258,dzuunmod,48.2199,48.2199,-12.03,96,100,0.87,MN,1699542517
259,mariental,-24.6333,-24.6333,36.49,6,0,1.92,NA,1699542518
260,hadibu,12.65,12.65,27.01,72,20,4.48,YE,1699542518
261,mogok,22.9167,22.9167,15.79,97,8,0.9,MM,1699542518
262,tamanrasset,22.785,22.785,28.95,9,0,2.06,DZ,1699542519
263,christchurch,-43.5333,-43.5333,9.39,84,100,4.12,NZ,1699542519
264,constitucion,-35.3333,-35.3333,17.45,61,1,4.56,CL,1699542519
265,castillos,-34.1667,-34.1667,19.76,41,4,3.76,UY,1699542520
266,mahina,-17.5065,-17.5065,22.87,94,20,1.54,PF,1699542520
267,sydney,-33.8679,-33.8679,17.62,90,100,3.09,AU,1699541900
268,malanje,-9.5402,-9.5402,27.14,65,64,0.99,AO,1699542520
269,olyokminsk,60.3736,60.3736,-18.58,97,90,1.72,RU,1699542521
270,crane,31.3974,31.3974,12.27,73,100,8.57,US,1699542521
271,ozersk,55.7556,55.7556,3.51,91,100,1.73,RU,1699542521
272,katsuura,35.1333,35.1333,17.83,78,3,1.38,JP,1699542521
273,lompoc,34.6391,34.6391,12.55,82,0,2.57,US,1699542522
274,la ronge,55.1001,55.1001,1.14,80,100,2.06,CA,1699542338
275,vernon,50.2581,50.2581,2.35,93,100,0.76,CA,1699542522
276,naha,26.2125,26.2125,26.38,93,75,5.14,JP,1699542471
277,rossleben,51.3,51.3,12.16,78,100,7.71,DE,1699542523
278,namibe,-15.1961,-15.1961,23.79,61,17,5.29,AO,1699542523
279,isangel,-19.55,-19.55,22.06,76,94,6.58,VU,1699542523
280,yelizovo,53.1873,53.1873,-1.92,58,20,6.0,RU,1699542524
281,saguenay,48.4168,48.4168,-3.29,76,100,2.68,CA,1699542524
282,sattahip,12.6664,12.6664,30.55,94,20,2.06,TH,1699542449
283,mananjary,-21.2167,-21.2167,24.96,83,82,5.62,MG,1699542524
284,vail,32.0479,32.0479,13.97,36,0,0.24,US,1699542525
285,saudarkrokur,65.7461,65.7461,-1.36,83,4,2.65,IS,1699542525
286,kourou,5.1552,5.1552,32.03,55,15,3.79,GF,1699542525
287,mount gambier,-37.8333,-37.8333,9.61,97,97,2.22,AU,1699542525
288,okha,53.5739,53.5739,-2.74,95,100,4.12,RU,1699542526
289,dauphin,51.1494,51.1494,-1.92,86,100,5.66,CA,1699542526
290,jakobstad,63.6749,63.6749,0.58,97,100,1.92,FI,1699542526
291,blenheim,-41.516,-41.516,8.62,94,98,1.37,NZ,1699542527
292,cordoba,-31.4135,-31.4135,25.14,29,0,2.57,AR,1699542234
293,lazaro cardenas,17.9583,17.9583,27.17,79,83,1.76,MX,1699542527
294,port lincoln,-34.7333,-34.7333,16.96,78,20,3.91,AU,1699542527
295,jinghong,21.991,21.991,21.09,83,41,1.16,CN,1699542528
296,lulea,65.5842,65.5842,0.04,100,75,1.03,SE,1699542369
297,paracuru,-3.41,-3.41,28.95,53,1,8.86,BR,1699542528
298,soloma,15.7167,15.7167,16.44,63,30,0.97,GT,1699542528
299,lienz,46.8289,46.8289,6.23,91,100,2.68,AT,1699542529
300,las veredas,23.1388,23.1388,26.17,88,0,1.54,MX,1699542529
301,chipinge,-20.1883,-20.1883,23.29,57,73,3.3,ZW,1699542529
302,altai,46.3722,46.3722,-11.01,89,95,1.51,MN,1699542530
303,slavyanka,42.8633,42.8633,1.95,64,86,7.24,RU,1699542530
304,arroio dos ratos,-30.0772,-30.0772,16.61,96,100,2.47,BR,1699542530
305,tofol,5.3248,5.3248,28.27,80,100,6.37,FM,1699542530
306,awjilah,29.1081,29.1081,27.31,27,100,3.36,LY,1699542531
307,yatou,37.15,37.15,5.32,56,88,9.56,CN,1699542329
308,tolanaro,-25.0319,-25.0319,22.77,93,100,2.51,MG,1699542531
309,nadym,65.5333,65.5333,-3.11,86,100,7.14,RU,1699542532
310,baloda,22.15,22.15,22.15,50,5,0.35,IN,1699542532
311,nyurba,63.2842,63.2842,-20.03,93,21,3.06,RU,1699542532
312,quellon,-43.1167,-43.1167,11.55,58,7,3.75,CL,1699542532
313,saldanha,-33.0117,-33.0117,17.74,71,0,9.45,ZA,1699542533
314,fort bragg,35.139,35.139,21.01,66,100,3.09,US,1699542533
315,bel ombre,-4.6167,-4.6167,28.57,75,82,5.22,SC,1699542533
316,itoman,26.1247,26.1247,26.43,92,75,5.14,JP,1699542534
317,torrington,41.8007,41.8007,5.39,76,100,2.48,US,1699542534
318,bokoro,12.3807,12.3807,38.23,12,12,5.22,TD,1699542534
319,timbuktu,16.7735,16.7735,34.8,11,1,3.03,ML,1699542534
320,puerto carreno,6.189,6.189,32.45,56,89,1.92,CO,1699542535
321,sagua la grande,22.8067,22.8067,28.55,76,61,4.27,CU,1699542378
322,sadovoye,47.7764,47.7764,11.67,82,100,9.68,RU,1699542535
323,piti village,13.4626,13.4626,28.49,84,20,3.6,GU,1699542535
324,island harbour,50.724,50.724,11.63,79,97,5.36,GB,1699542536
325,mason city,43.1536,43.1536,5.18,66,1,6.64,US,1699542403
326,songea,-10.6833,-10.6833,30.07,24,93,2.98,TZ,1699542536
327,akhmim,26.5622,26.5622,31.87,19,0,4.36,EG,1699542536
328,dazhou,31.2159,31.2159,17.26,84,61,2.09,CN,1699542284
329,granite shoals,30.5891,30.5891,22.4,93,100,1.79,US,1699542537
330,miandrivazo,-19.5167,-19.5167,29.03,61,94,1.92,MG,1699542537
331,dubbo,-32.25,-32.25,14.07,94,8,3.09,AU,1699542537
332,tanabe,33.7333,33.7333,18.03,90,62,4.13,JP,1699542538
333,padang,-0.9492,-0.9492,24.03,92,100,0.51,ID,1699542538
334,helong,42.5397,42.5397,-6.47,91,26,2.22,CN,1699542539
335,novoshakhtinskiy,44.025,44.025,-2.83,91,99,3.15,RU,1699542539
336,gondia,21.45,21.45,22.23,50,50,1.74,IN,1699542539
337,kalmunai,7.4167,7.4167,26.53,81,58,1.24,LK,1699542540
338,changling,44.2653,44.2653,-8.78,83,9,5.13,CN,1699542540
339,nongstoin,25.5167,25.5167,12.59,94,11,1.62,IN,1699542540
340,al kharijah,25.4514,25.4514,30.56,26,0,5.56,EG,1699542541
341,purpe,64.4803,64.4803,-4.17,87,92,9.35,RU,1699542541
342,port-vila,-17.7338,-17.7338,23.47,77,100,7.74,VU,1699542541
343,dunedin,-45.8742,-45.8742,4.44,87,6,2.21,NZ,1699542542
344,gurupi,-11.7292,-11.7292,35.48,30,37,3.79,BR,1699542347
345,fort st. john,56.2499,56.2499,-5.5,95,100,1.69,CA,1699542542
346,thinadhoo,0.5333,0.5333,27.47,78,99,3.35,MV,1699542542
347,yuzhno-kurilsk,44.0306,44.0306,9.1,71,94,9.99,RU,1699542543
348,haiku-pauwela,20.9219,20.9219,25.02,77,0,2.24,US,1699542543
349,minas de marcona,-15.2119,-15.2119,19.49,59,45,3.11,PE,1699542543
350,el hadjira,32.6134,32.6134,23.47,45,100,5.4,DZ,1699542544
351,abu dhabi,24.4667,24.4667,30.53,55,0,6.59,AE,1699542462
352,prado,-17.3411,-17.3411,27.58,56,10,4.69,BR,1699542544
353,bocas del toro,9.3333,9.3333,28.39,75,62,2.24,PA,1699542545
354,dededo village,13.5178,13.5178,27.9,82,20,5.66,GU,1699542545
355,pontes e lacerda,-15.2261,-15.2261,39.53,26,75,2.25,BR,1699542545
356,okhotsk,59.3833,59.3833,-24.11,82,8,3.27,RU,1699542282
357,kodiak,57.79,57.79,-0.27,59,0,6.69,US,1699542546
358,santyoku,37.4406,37.4406,16.22,79,100,2.68,KR,1699542546
359,aspe,38.3451,38.3451,22.72,42,20,6.17,ES,1699542546
360,lobujya,27.95,27.95,-9.5,70,31,0.65,NP,1699542547
361,kiunga,-6.1219,-6.1219,22.92,97,100,0.95,PG,1699542547
362,samfya,-11.3649,-11.3649,27.91,40,100,3.49,ZM,1699542547
363,nantucket,41.2835,41.2835,10.08,72,100,4.12,US,1699542547
364,arraial do cabo,-22.9661,-22.9661,30.92,51,0,9.77,BR,1699542548
365,pachino,36.7186,36.7186,19.3,67,98,2.68,IT,1699542548
366,rikaze,29.25,29.25,3.79,24,0,1.93,CN,1699542548
367,sao felix do xingu,-6.6447,-6.6447,37.16,33,98,1.24,BR,1699542549
